player_id,short_name,long_name,age,dob,height_cm,weight_kg,fifa_version,fifa_update,update_as_of,player_positions,overall,potential,value_eur,club_name,league_name,nationality_name,preferred_foot,skill_moves,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,power_long_shots,mentality_positioning,mentality_vision,defending_marking_awareness,defending_standing_tackle,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
57,Diogo Jota,Diogo José Teixeira da Silva,26,1996-12-04,178,68,24.0,2.0,2023-09-22,"CF, LW",85,87,67500000.0,Liverpool,Premier League,Portugal,Right,4,82.0,75.0,85.0,57.0,77.0,73,85,86,77,85,72,84,85,86,86,76,87,78,53,57,9,11,84+2,84+2,84+2,82,84,84,84,82,82+2,82+2,82+2,81+2,78+2,78+2,78+2,81+2,70+2,69+2,69+2,69+2,70+2,68+2,66+2,66+2,66+2,68+2,19+2
58,F. Chiesa,Federico Chiesa,25,1997-10-25,175,70,24.0,2.0,2023-09-22,"LM, LW, RW",84,85,50500000.0,Juventus,Serie A,Italy,Right,4,82.0,76.0,86.0,53.0,75.0,75,81,50,78,89,72,82,91,89,86,84,83,77,60,48,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
59,K. Mbappé,Kylian Mbappé Lottin,24,1998-12-20,182,75,24.0,2.0,2023-09-22,"ST, LW",91,94,181500000.0,Paris Saint Germain,Ligue 1,France,Right,5,90.0,80.0,92.0,36.0,78.0,78,94,73,86,93,71,92,97,93,90,83,93,83,26,34,11,6,90+3,90+3,90+3,91,91,91,91,91,89+3,89+3,89+3,89+3,81+3,81+3,81+3,89+3,68+3,63+3,63+3,63+3,68+3,63+3,54+3,54+3,54+3,63+3,18+3
60,R. Bentancur,Rodrigo Bentancur Colmán,26,1997-06-25,187,73,24.0,2.0,2023-09-22,"CM, CDM",82,85,39500000.0,Tottenham Hotspur,Premier League,Uruguay,Right,4,67.0,81.0,83.0,79.0,77.0,76,66,65,85,85,83,85,70,70,69,65,72,83,79,83,14,12,73+2,73+2,73+2,77,77,77,77,77,79+2,79+2,79+2,79+2,82+2,82+2,82+2,79+2,80+2,82+2,82+2,82+2,80+2,79+2,78+2,78+2,78+2,79+2,18+2
61,Rodri,Rodrigo Hernández Cascante,27,1996-06-22,191,82,24.0,2.0,2023-09-22,"CDM, CM",89,90,105500000.0,Manchester City,Premier League,Spain,Right,3,73.0,80.0,80.0,85.0,84.0,63,64,81,89,79,90,88,54,65,91,82,75,82,88,87,14,8,77+3,77+3,77+3,76,79,79,79,76,80+3,80+3,80+3,78+3,85+3,85+3,85+3,78+3,80+3,87+3,87+3,87+3,80+3,80+3,84+3,84+3,84+3,80+3,19+3
62,D. Rice,Declan Rice,24,1999-01-14,185,80,24.0,2.0,2023-09-22,"CDM, CM",85,87,63000000.0,Arsenal,Premier League,England,Right,2,65.0,75.0,77.0,83.0,83.0,55,61,72,83,80,84,79,67,55,78,65,58,78,83,84,5,9,71+3,71+3,71+3,71,73,73,73,71,75+3,75+3,75+3,74+3,80+3,80+3,80+3,74+3,79+3,83+3,83+3,83+3,79+3,79+3,82+3,82+3,82+3,79+3,17+3
63,L. Openda,Ikoma Loïs Openda,23,2000-02-16,177,79,24.0,2.0,2023-09-22,ST,82,86,44000000.0,RB Leipzig,Bundesliga,Belgium,Right,3,79.0,68.0,80.0,31.0,78.0,69,83,79,75,80,59,80,94,82,79,72,84,69,29,23,8,13,82+2,82+2,82+2,80,81,81,81,80,78+2,78+2,78+2,79+2,70+2,70+2,70+2,79+2,58+2,54+2,54+2,54+2,58+2,55+2,50+2,50+2,50+2,55+2,18+2
64,F. Valverde,Federico Santiago Valverde Dipetta,24,1998-07-22,182,78,24.0,2.0,2023-09-22,"CM, RW",88,92,130500000.0,Real Madrid,La Liga,Uruguay,Right,3,82.0,84.0,84.0,80.0,82.0,78,79,59,87,83,88,88,84,77,89,87,86,86,79,85,15,8,82+3,82+3,82+3,85,85,85,85,85,86+3,86+3,86+3,85+3,87+3,87+3,87+3,85+3,84+3,85+3,85+3,85+3,84+3,83+3,80+3,80+3,80+3,83+3,18+3
65,Vini Jr.,Vinícius José Paixão de Oliveira Júnior,22,2000-07-12,176,73,24.0,2.0,2023-09-22,LW,89,94,158500000.0,Real Madrid,La Liga,Brazil,Right,5,82.0,78.0,90.0,29.0,68.0,78,89,50,80,92,77,90,95,94,76,80,87,81,32,25,7,10,82+3,82+3,82+3,88,86,86,86,88,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,62+3,58+3,58+3,58+3,62+3,57+3,45+3,45+3,45+3,57+3,16+3
66,S. Tonali,Sandro Tonali,23,2000-05-08,181,79,24.0,2.0,2023-09-22,"CDM, CM",86,89,84000000.0,Newcastle United,Premier League,Italy,Right,3,74.0,81.0,81.0,82.0,84.0,78,69,70,85,78,83,85,81,81,82,83,75,79,83,84,7,7,78+3,78+3,78+3,80,80,80,80,80,81+3,81+3,81+3,81+3,82+3,82+3,82+3,81+3,83+3,84+3,84+3,84+3,83+3,83+3,82+3,82+3,82+3,83+3,17+3
67,A. Hakimi,Achraf Hakimi Mouh,24,1998-11-04,181,73,24.0,2.0,2023-09-22,"RB, RWB",84,86,50500000.0,Paris Saint Germain,Ligue 1,Morocco,Right,4,75.0,80.0,80.0,75.0,78.0,84,75,68,82,79,73,82,91,83,80,73,78,78,75,76,6,8,78+3,78+3,78+3,81,80,80,80,81,80+3,80+3,80+3,82+3,79+3,79+3,79+3,82+3,82+3,79+3,79+3,79+3,82+3,81+3,76+3,76+3,76+3,81+3,16+3
68,E. Haaland,Erling Braut Haaland,22,2000-07-21,195,94,24.0,2.0,2023-09-22,ST,91,94,185000000.0,Manchester City,Premier League,Norway,Left,3,93.0,66.0,80.0,45.0,88.0,47,96,83,77,79,53,82,82,76,94,86,96,74,38,47,11,7,90+3,90+3,90+3,82,86,86,86,82,82+3,82+3,82+3,79+3,74+3,74+3,74+3,79+3,62+3,63+3,63+3,63+3,62+3,60+3,62+3,62+3,62+3,60+3,19+3
69,N. Molina,Nahuel Molina Lucero,25,1998-04-06,175,70,24.0,2.0,2023-09-22,"RB, RWB, RM",82,86,39500000.0,Atlético Madrid,La Liga,Argentina,Right,3,67.0,76.0,79.0,78.0,71.0,82,67,64,80,77,69,81,84,82,70,67,77,76,79,79,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
70,A. Davies,Alphonso Boyle Davies,22,2000-11-02,185,77,24.0,2.0,2023-09-22,"LB, LM",83,88,52000000.0,FC Bayern München,Bundesliga,Canada,Left,4,66.0,78.0,84.0,74.0,77.0,85,64,70,82,85,71,84,96,86,74,63,77,77,71,74,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
71,X. Amaechi,Xavier Casmier Amaechi,22,2001-01-05,179,79,24.0,2.0,2023-09-22,RW,64,72,1300000.0,Magdeburg,2. Bundesliga,England,Left,3,54.0,57.0,68.0,31.0,50.0,61,53,31,60,70,41,68,80,77,62,50,59,62,25,34,14,12,57+2,57+2,57+2,64,62,62,62,64,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,52+2,45+2,45+2,45+2,52+2,49+2,38+2,38+2,38+2,49+2,16+2
72,M. Senger,Marvin Senger,23,2000-01-06,193,86,24.0,2.0,2023-09-22,CB,64,71,1100000.0,MSV Duisburg,3. Liga,Germany,Left,2,29.0,44.0,45.0,63.0,73.0,47,23,65,54,39,40,51,66,46,42,31,30,33,61,66,5,14,46+2,46+2,46+2,45,44,44,44,45,44+2,44+2,44+2,48+2,47+2,47+2,47+2,48+2,59+2,57+2,57+2,57+2,59+2,61+2,64+2,64+2,64+2,61+2,16+2
73,R. Kolo Muani,Randal Kolo Muani,24,1998-12-05,187,73,24.0,2.0,2023-09-22,"ST, RM",84,87,58500000.0,Paris Saint Germain,Ligue 1,France,Right,4,78.0,73.0,86.0,38.0,67.0,64,82,79,80,88,62,85,90,84,81,68,85,82,32,33,8,5,83+3,83+3,83+3,83,84,84,84,83,82+3,82+3,82+3,81+3,74+3,74+3,74+3,81+3,62+3,58+3,58+3,58+3,62+3,59+3,52+3,52+3,52+3,59+3,17+3
74,M. Sangare,Mamadou Sangare,21,2002-02-26,178,63,24.0,2.0,2023-09-22,"CM, CAM",64,76,1400000.0,Hartberg,Bundesliga,Mali,Left,3,62.0,62.0,70.0,45.0,59.0,52,58,44,65,72,68,70,79,72,76,63,60,64,37,52,7,13,64+2,64+2,64+2,66,67,67,67,66,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2,58+2,57+2,57+2,57+2,58+2,56+2,51+2,51+2,51+2,56+2,15+2
75,Bremer,Gleison Bremer Silva Nascimento,26,1997-03-18,188,82,24.0,2.0,2023-09-22,CB,84,87,49000000.0,Juventus,Serie A,Brazil,Right,2,50.0,56.0,65.0,85.0,83.0,46,49,85,69,62,69,65,77,65,68,39,58,45,84,87,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
76,J. Tenkorang,Joshua Tenkorang,23,2000-05-26,184,78,24.0,2.0,2023-09-22,"CM, CAM",64,72,1300000.0,Lecco,Serie B,Italy,Right,3,63.0,63.0,64.0,57.0,68.0,54,56,62,67,65,64,67,72,64,78,65,60,63,52,59,5,14,64+2,64+2,64+2,63,64,64,64,63,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,61+2,15+2
77,A. Mac Allister,Alexis Mac Allister,24,1998-12-24,176,72,24.0,2.0,2023-09-22,"CM, CAM, CDM",82,84,39500000.0,Liverpool,Premier League,Argentina,Right,3,79.0,82.0,82.0,70.0,72.0,79,79,61,84,84,81,83,73,76,78,82,79,84,73,73,15,10,77+3,77+3,77+3,80,80,80,80,80,82+2,82+2,82+2,81+3,82+2,82+2,82+2,81+3,76+3,76+3,76+3,76+3,76+3,74+3,70+3,70+3,70+3,74+3,19+3
78,F. Amatucci,Francesco Amatucci,22,2001-06-15,182,75,24.0,2.0,2023-09-22,"CM, CDM",64,70,925000.0,Cittadella,Serie B,Italy,Right,2,55.0,62.0,62.0,67.0,71.0,52,55,60,67,60,64,60,68,65,57,55,58,66,68,69,12,9,61+2,61+2,61+2,61,62,62,62,61,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,65+2,67+2,67+2,67+2,65+2,66+2,67+2,67+2,67+2,66+2,15+2
79,E. Sottini,Edoardo Sottini,20,2002-08-18,191,80,24.0,2.0,2023-09-22,"CB, LB",64,73,1200000.0,Cittadella,Serie B,Italy,Left,2,49.0,55.0,56.0,63.0,67.0,54,47,69,58,55,55,57,69,59,55,46,55,56,60,64,14,11,57+2,57+2,57+2,57,57,57,57,57,56+2,56+2,56+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,60+2,60+2,61+2,64+2,64+2,64+2,61+2,16+2
80,J. Bellingham,Jude Victor William Bellingham,20,2003-06-29,186,75,24.0,2.0,2023-09-22,"CM, CAM",86,91,100500000.0,Real Madrid,La Liga,England,Right,4,78.0,80.0,85.0,78.0,82.0,66,81,69,87,87,86,86,77,81,78,76,83,84,77,79,5,8,80+3,80+3,80+3,82,83,83,83,82,84+3,84+3,84+3,83+3,85+3,85+3,85+3,83+3,81+3,83+3,83+3,83+3,81+3,80+3,79+3,79+3,79+3,80+3,18+3
81,A. Jungdal,Andreas Kristoffer Jungdal,21,2002-02-02,195,82,24.0,2.0,2023-09-22,GK,64,75,1100000.0,Cremonese,Serie B,Denmark,Right,1,,,,,,13,7,13,32,7,28,17,21,31,43,5,6,32,5,12,63,67,22+2,22+2,22+2,19,20,20,20,19,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,19+2,24+2,24+2,24+2,19+2,19+2,24+2,24+2,24+2,19+2,63+2
82,L. Hartjes,Lennard Hartjes,20,2003-04-07,170,63,24.0,2.0,2023-09-22,"CDM, CM",64,75,1200000.0,Excelsior,Eredivisie,Netherlands,Right,2,40.0,64.0,69.0,58.0,61.0,56,34,60,70,67,68,70,75,77,51,38,45,67,55,56,6,13,54+2,54+2,54+2,61,59,59,59,61,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2,14+2
83,F. Wirtz,Florian Richard Wirtz,20,2003-05-03,177,71,24.0,2.0,2023-09-22,"CAM, CM",85,91,83500000.0,Bayer 04 Leverkusen,Bundesliga,Germany,Right,4,76.0,83.0,87.0,52.0,63.0,77,78,39,88,87,81,89,78,86,74,75,80,88,59,57,6,10,75+3,75+3,75+3,83,82,82,82,83,84+3,84+3,84+3,83+3,82+3,82+3,82+3,83+3,70+3,70+3,70+3,70+3,70+3,66+3,57+3,57+3,57+3,66+3,19+3
84,A. Paluszek,Aleksander Paluszek,22,2001-04-09,194,81,24.0,2.0,2023-09-22,CB,64,71,1100000.0,Śląsk Wrocław,Ekstraklasa,Poland,Right,2,27.0,39.0,43.0,63.0,72.0,30,25,63,56,36,32,50,50,41,35,20,30,30,63,64,12,7,42+2,42+2,42+2,40,41,41,41,40,41+2,41+2,41+2,43+2,45+2,45+2,45+2,43+2,55+2,57+2,57+2,57+2,55+2,57+2,64+2,64+2,64+2,57+2,15+2
85,J. Baas,Julian Baas,21,2002-04-16,183,80,24.0,2.0,2023-09-22,"CM, RM, CDM",64,73,1300000.0,Excelsior,Eredivisie,Netherlands,Right,3,57.0,65.0,63.0,55.0,71.0,63,50,52,66,64,64,65,68,56,72,64,56,64,50,56,12,7,60+2,60+2,60+2,62,62,62,62,62,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,62+2,59+2,59+2,59+2,62+2,15+2
86,C. Sandra,Cisse Sandra,19,2003-12-16,184,76,24.0,2.0,2023-09-22,"RM, CAM",64,78,1400000.0,Excelsior,Eredivisie,Belgium,Left,3,62.0,63.0,68.0,37.0,63.0,59,62,47,67,68,62,69,64,74,66,61,51,65,39,34,6,6,61+2,61+2,61+2,64,63,63,63,64,64+2,64+2,64+2,63+2,61+2,61+2,61+2,63+2,52+2,52+2,52+2,52+2,52+2,49+2,46+2,46+2,46+2,49+2,15+2
87,A. Amenda,Aurèle Amenda,19,2003-07-31,194,90,24.0,2.0,2023-09-22,CB,64,76,1300000.0,Young Boys,Super League,Switzerland,Right,2,27.0,50.0,46.0,61.0,78.0,40,23,60,65,42,62,51,34,34,42,18,38,35,64,58,13,6,45+2,45+2,45+2,42,43,43,43,42,45+2,45+2,45+2,47+2,52+2,52+2,52+2,47+2,55+2,62+2,62+2,62+2,55+2,56+2,64+2,64+2,64+2,56+2,15+2
88,V. Brazhko,Volodymyr Brazhko,21,2002-01-23,184,77,24.0,2.0,2023-09-22,CDM,64,72,1200000.0,Dynamo Kyiv,Premier League,Ukraine,Right,2,31.0,54.0,54.0,59.0,66.0,35,25,42,65,49,60,61,59,53,43,31,39,59,60,58,6,14,47+2,47+2,47+2,50,51,51,51,50,54+2,54+2,54+2,53+2,58+2,58+2,58+2,53+2,59+2,63+2,63+2,63+2,59+2,59+2,61+2,61+2,61+2,59+2,15+2
89,A. Marinelli,Alan Nicolás Marinelli,24,1999-04-07,174,70,24.0,2.0,2023-09-22,"RM, ST, LM",64,70,925000.0,Sarmiento,Liga Profesional,Argentina,Left,3,60.0,58.0,67.0,36.0,51.0,65,63,43,61,68,50,66,79,75,63,57,50,55,38,36,10,14,59+2,59+2,59+2,64,62,62,62,64,61+2,61+2,61+2,63+2,55+2,55+2,55+2,63+2,52+2,47+2,47+2,47+2,52+2,49+2,43+2,43+2,43+2,49+2,14+2
90,E. Barrenechea,Enzo Barrenechea,22,2001-05-22,186,81,24.0,2.0,2023-09-22,"CDM, CM",64,77,1400000.0,Frosinone,Serie A,Argentina,Right,3,63.0,63.0,68.0,58.0,64.0,49,58,45,70,71,70,67,65,64,71,67,59,64,59,60,9,6,62+2,62+2,62+2,63,64,64,64,63,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,61+2,63+2,63+2,63+2,61+2,60+2,59+2,59+2,59+2,60+2,14+2
91,M. Baur,Mika Baur,18,2004-07-09,172,62,24.0,2.0,2023-09-22,"RM, CM",64,71,1100000.0,Freiburg II,3. Liga,Germany,Right,3,56.0,62.0,66.0,43.0,54.0,62,60,49,69,68,60,67,67,72,56,49,59,63,37,46,13,12,59+2,59+2,59+2,63,62,62,62,63,63+2,63+2,63+2,63+2,60+2,60+2,60+2,63+2,54+2,53+2,53+2,53+2,54+2,52+2,48+2,48+2,48+2,52+2,16+2
92,B. Diarra,Brahima Diarra,19,2003-07-05,174,63,24.0,2.0,2023-09-22,"CAM, LW, RW",64,79,1400000.0,Huddersfield Town,Championship,France,Right,4,52.0,56.0,72.0,31.0,56.0,49,52,40,59,74,58,68,84,82,59,49,60,62,37,29,13,9,59+2,59+2,59+2,64,63,63,63,64,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,49+2,47+2,47+2,47+2,49+2,47+2,41+2,41+2,41+2,47+2,15+2
93,F. Carboni,Franco Ezequiel Carboni,20,2003-04-04,183,76,24.0,2.0,2023-09-22,"LWB, LM, LB",64,78,1300000.0,Monza,Serie A,Argentina,Left,2,40.0,55.0,57.0,60.0,65.0,61,36,62,60,57,47,59,64,52,48,39,53,45,59,60,7,12,53+2,53+2,53+2,55,54,54,54,55,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,62+2,59+2,59+2,59+2,62+2,62+2,61+2,61+2,61+2,62+2,16+2
94,F. Ortellado,Franco Tomás Ortellado,22,2001-05-30,188,83,24.0,2.0,2023-09-22,CB,64,74,1200000.0,Sportivo Ameliano,Primera División,Argentina,Left,2,30.0,36.0,46.0,64.0,73.0,31,27,63,42,36,38,51,61,57,44,23,24,29,64,66,14,6,43+2,43+2,43+2,40,40,40,40,40,40+2,40+2,40+2,42+2,43+2,43+2,43+2,42+2,54+2,56+2,56+2,56+2,54+2,57+2,64+2,64+2,64+2,57+2,16+2
95,T. Corazza,Tommaso Corazza,19,2004-06-29,174,72,24.0,2.0,2023-09-22,"LB, LM",64,79,1300000.0,Bologna,Serie A,Italy,Right,2,50.0,59.0,64.0,61.0,60.0,63,41,53,65,63,52,65,65,71,61,62,59,50,63,62,9,10,57+2,57+2,57+2,61,59,59,59,61,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,62+2,60+2,60+2,60+2,62+2,62+2,61+2,61+2,61+2,62+2,14+2
96,T. Castro Ponce,Tomás Ezequiel Castro Ponce,22,2001-03-03,186,81,24.0,2.0,2023-09-22,"CAM, CM, RM",64,75,1300000.0,Atlético Tucumán,Liga Profesional,Argentina,Right,3,55.0,62.0,67.0,51.0,65.0,53,50,46,66,67,63,68,68,71,67,53,62,67,47,59,7,10,60+2,60+2,60+2,63,63,63,63,63,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,58+2,59+2,59+2,59+2,58+2,57+2,56+2,56+2,56+2,57+2,14+2
97,K. Yıldız,Kenan Yıldız,18,2005-05-04,185,75,24.0,2.0,2023-09-22,"CF, LM",64,80,1500000.0,Juventus,Serie A,Turkey,Right,2,56.0,63.0,68.0,28.0,59.0,60,54,60,68,68,58,70,69,72,56,60,60,64,28,20,8,14,61+2,61+2,61+2,65,64,64,64,65,65+2,65+2,65+2,64+2,60+2,60+2,60+2,64+2,49+2,47+2,47+2,47+2,49+2,46+2,41+2,41+2,41+2,46+2,17+2
98,B. Cremaschi,Benjamin Cremaschi,18,2005-03-02,180,75,24.0,2.0,2023-09-22,"CAM, CF, CM",64,79,1400000.0,Inter Miami,Major League Soccer,United States,Right,3,56.0,59.0,66.0,42.0,53.0,40,58,38,69,66,63,66,68,71,60,50,60,63,38,49,12,14,58+2,58+2,58+2,62,62,62,62,62,64+2,64+2,64+2,61+2,61+2,61+2,61+2,61+2,52+2,53+2,53+2,53+2,52+2,51+2,47+2,47+2,47+2,51+2,17+2
