player_id,short_name,long_name,age,dob,height_cm,weight_kg,fifa_version,fifa_update,update_as_of,player_positions,overall,potential,value_eur,club_name,league_name,nationality_name,preferred_foot,skill_moves,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,power_long_shots,mentality_positioning,mentality_vision,defending_marking_awareness,defending_standing_tackle,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
61,r.rodri,Rodrigo Hernández Cascante,27,6/22/1996,191,82,24,2,9/22/2023,"CDM, CM",89,90,105500000,Manchester City,Premier League,Spain,Right,3,73,80,80,85,84,63,64,81,89,79,90,88,54,65,91,82,75,82,88,87,14,8,77+3,77+3,77+3,76,79,79,79,76,80+3,80+3,80+3,78+3,85+3,85+3,85+3,78+3,80+3,87+3,87+3,87+3,80+3,80+3,84+3,84+3,84+3,80+3,19+3
62,d.rice,Declan Rice,24,1/14/1999,185,80,24,2,9/22/2023,"CDM, CM",85,87,63000000,Arsenal,Premier League,England,Right,2,65,75,77,83,83,55,61,72,83,80,84,79,67,55,78,65,58,78,83,84,5,9,71+3,71+3,71+3,71,73,73,73,71,75+3,75+3,75+3,74+3,80+3,80+3,80+3,74+3,79+3,83+3,83+3,83+3,79+3,79+3,82+3,82+3,82+3,79+3,17+3
63,l.openda,Ikoma Loïs Openda,23,2/16/2000,177,79,24,2,9/22/2023,ST,82,86,44000000,RB Leipzig,Bundesliga,Belgium,Right,3,79,68,80,31,78,69,83,79,75,80,59,80,94,82,79,72,84,69,29,23,8,13,82+2,82+2,82+2,80,81,81,81,80,78+2,78+2,78+2,79+2,70+2,70+2,70+2,79+2,58+2,54+2,54+2,54+2,58+2,55+2,50+2,50+2,50+2,55+2,18+2
64,f.valverde,Federico Santiago Valverde Dipetta,24,7/22/1998,182,78,24,2,9/22/2023,"CM, RW",88,92,130500000,Real Madrid,La Liga,Uruguay,Right,3,82,84,84,80,82,78,79,59,87,83,88,88,84,77,89,87,86,86,79,85,15,8,82+3,82+3,82+3,85,85,85,85,85,86+3,86+3,86+3,85+3,87+3,87+3,87+3,85+3,84+3,85+3,85+3,85+3,84+3,83+3,80+3,80+3,80+3,83+3,18+3
65,v.vinicius,Vinícius José Paixão de Oliveira Júnior,22,7/12/2000,176,73,24,2,9/22/2023,LW,89,94,158500000,Real Madrid,La Liga,Brazil,Right,5,82,78,90,29,68,78,89,50,80,92,77,90,95,94,76,80,87,81,32,25,7,10,82+3,82+3,82+3,88,86,86,86,88,86+3,86+3,86+3,86+3,78+3,78+3,78+3,86+3,62+3,58+3,58+3,58+3,62+3,57+3,45+3,45+3,45+3,57+3,16+3
66,s.tonali,Sandro Tonali,23,5/8/2000,181,79,24,2,9/22/2023,"CDM, CM",86,89,84000000,Newcastle United,Premier League,Italy,Right,3,74,81,81,82,84,78,69,70,85,78,83,85,81,81,82,83,75,79,83,84,7,7,78+3,78+3,78+3,80,80,80,80,80,81+3,81+3,81+3,81+3,82+3,82+3,82+3,81+3,83+3,84+3,84+3,84+3,83+3,83+3,82+3,82+3,82+3,83+3,17+3
67,a.hakimi,Achraf Hakimi Mouh,24,11/4/1998,181,73,24,2,9/22/2023,"RB, RWB",84,86,50500000,Paris Saint Germain,Ligue 1,Morocco,Right,4,75,80,80,75,78,84,75,68,82,79,73,82,91,83,80,73,78,78,75,76,6,8,78+3,78+3,78+3,81,80,80,80,81,80+3,80+3,80+3,82+3,79+3,79+3,79+3,82+3,82+3,79+3,79+3,79+3,82+3,81+3,76+3,76+3,76+3,81+3,16+3
68,e.haaland,Erling Braut Haaland,22,7/21/2000,195,94,24,2,9/22/2023,ST,91,94,185000000,Manchester City,Premier League,Norway,Left,3,93,66,80,45,88,47,96,83,77,79,53,82,82,76,94,86,96,74,38,47,11,7,90+3,90+3,90+3,82,86,86,86,82,82+3,82+3,82+3,79+3,74+3,74+3,74+3,79+3,62+3,63+3,63+3,63+3,62+3,60+3,62+3,62+3,62+3,60+3,19+3
69,n.molina,Nahuel Molina Lucero,25,4/6/1998,175,70,24,2,9/22/2023,"RB, RWB, RM",82,86,39500000,AtlÃ©tico Madrid,La Liga,Argentina,Right,3,67,76,79,78,71,82,67,64,80,77,69,81,84,82,70,67,77,76,79,79,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
70,a.davies,Alphonso Boyle Davies,22,11/2/2000,185,77,24,2,9/22/2023,"LB, LM",83,88,52000000,FC Bayern MÃ¼nchen,Bundesliga,Canada,Left,4,66,78,84,74,77,85,64,70,82,85,71,84,96,86,74,63,77,77,71,74,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
71,x.amaechi,Xavier Casmier Amaechi,22,1/5/2001,179,79,24,2,9/22/2023,RW,64,72,1300000,Magdeburg,2. Bundesliga,England,Left,3,54,57,68,31,50,61,53,31,60,70,41,68,80,77,62,50,59,62,25,34,14,12,57+2,57+2,57+2,64,62,62,62,64,62+2,62+2,62+2,63+2,55+2,55+2,55+2,63+2,52+2,45+2,45+2,45+2,52+2,49+2,38+2,38+2,38+2,49+2,16+2
72,m.senger,Marvin Senger,23,1/6/2000,193,86,24,2,9/22/2023,CB,64,71,1100000,MSV Duisburg,3. Liga,Germany,Left,2,29,44,45,63,73,47,23,65,54,39,40,51,66,46,42,31,30,33,61,66,5,14,46+2,46+2,46+2,45,44,44,44,45,44+2,44+2,44+2,48+2,47+2,47+2,47+2,48+2,59+2,57+2,57+2,57+2,59+2,61+2,64+2,64+2,64+2,61+2,16+2
73,r.kolomuani,Randal Kolo Muani,24,12/5/1998,187,73,24,2,9/22/2023,"ST, RM",84,87,58500000,Paris Saint Germain,Ligue 1,France,Right,4,78,73,86,38,67,64,82,79,80,88,62,85,90,84,81,68,85,82,32,33,8,5,83+3,83+3,83+3,83,84,84,84,83,82+3,82+3,82+3,81+3,74+3,74+3,74+3,81+3,62+3,58+3,58+3,58+3,62+3,59+3,52+3,52+3,52+3,59+3,17+3
74,m.sangare,Mamadou Sangaré,21,2/26/2002,178,63,24,2,9/22/2023,"CM, CAM",64,76,1400000,Hartberg,Bundesliga,Mali,Left,3,62,62,70,45,59,52,58,44,65,72,68,70,79,72,76,63,60,64,37,52,7,13,64+2,64+2,64+2,66,67,67,67,66,67+2,67+2,67+2,66+2,64+2,64+2,64+2,66+2,58+2,57+2,57+2,57+2,58+2,56+2,51+2,51+2,51+2,56+2,15+2
75,b.bremer,Gleison Bremer Silva Nascimento,26,3/18/1997,188,82,24,2,9/22/2023,CB,84,87,49000000,Juventus,Serie A,Brazil,Right,2,50,56,65,85,83,46,49,85,69,62,69,65,77,65,68,39,58,45,84,87,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
76,j.tenkorang,Joshua Tenkorang,23,5/26/2000,184,78,24,2,9/22/2023,"CM, CAM",64,72,1300000,Lecco,Serie B,Italy,Right,3,63,63,64,57,68,54,56,62,67,65,64,67,72,64,78,65,60,63,52,59,5,14,64+2,64+2,64+2,63,64,64,64,63,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,62+2,62+2,62+2,62+2,62+2,61+2,60+2,60+2,60+2,61+2,15+2
77,a.macallister,Alexis Mac Allister,24,12/24/1998,176,72,24,2,9/22/2023,"CM, CAM, CDM",82,84,39500000,Liverpool,Premier League,Argentina,Right,3,79,82,82,70,72,79,79,61,84,84,81,83,73,76,78,82,79,84,73,73,15,10,77+3,77+3,77+3,80,80,80,80,80,82+2,82+2,82+2,81+3,82+2,82+2,82+2,81+3,76+3,76+3,76+3,76+3,76+3,74+3,70+3,70+3,70+3,74+3,19+3
78,f.amatucci,Francesco Amatucci,22,6/15/2001,182,75,24,2,9/22/2023,"CM, CDM",64,70,925000,Cittadella,Serie B,Italy,Right,2,55,62,62,67,71,52,55,60,67,60,64,60,68,65,57,55,58,66,68,69,12,9,61+2,61+2,61+2,61,62,62,62,61,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,65+2,67+2,67+2,67+2,65+2,66+2,67+2,67+2,67+2,66+2,15+2
79,e.sottini,Edoardo Sottini,20,8/18/2002,191,80,24,2,9/22/2023,"CB, LB",64,73,1200000,Cittadella,Serie B,Italy,Left,2,49,55,56,63,67,54,47,69,58,55,55,57,69,59,55,46,55,56,60,64,14,11,57+2,57+2,57+2,57,57,57,57,57,56+2,56+2,56+2,58+2,57+2,57+2,57+2,58+2,60+2,60+2,60+2,60+2,60+2,61+2,64+2,64+2,64+2,61+2,16+2
80,j.bellingham,Jude Victor William Bellingham,20,6/29/2003,186,75,24,2,9/22/2023,"CM, CAM",86,91,100500000,Real Madrid,La Liga,England,Right,4,78,80,85,78,82,66,81,69,87,87,86,86,77,81,78,76,83,84,77,79,5,8,80+3,80+3,80+3,82,83,83,83,82,84+3,84+3,84+3,83+3,85+3,85+3,85+3,83+3,81+3,83+3,83+3,83+3,81+3,80+3,79+3,79+3,79+3,80+3,18+3
81,a.jungdal,Andreas Kristoffer Jungdal,21,2/2/2002,195,82,24,2,9/22/2023,GK,64,75,1100000,Cremonese,Serie B,Denmark,Right,1,,,,,,13,7,13,32,7,28,17,21,31,43,5,6,32,5,12,63,67,22+2,22+2,22+2,19,20,20,20,19,22+2,22+2,22+2,20+2,23+2,23+2,23+2,20+2,19+2,24+2,24+2,24+2,19+2,19+2,24+2,24+2,24+2,19+2,63+2
82,l.hartjes,Lennard Hartjes,20,4/7/2003,170,63,24,2,9/22/2023,"CDM, CM",64,75,1200000,Excelsior,Eredivisie,Netherlands,Right,2,40,64,69,58,61,56,34,60,70,67,68,70,75,77,51,38,45,67,55,56,6,13,54+2,54+2,54+2,61,59,59,59,61,63+2,63+2,63+2,63+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,63+2,62+2,60+2,60+2,60+2,62+2,14+2
83,f.wirtz,Florian Richard Wirtz,20,5/3/2003,177,71,24,2,9/22/2023,"CAM, CM",85,91,83500000,Bayer 04 Leverkusen,Bundesliga,Germany,Right,4,76,83,87,52,63,77,78,39,88,87,81,89,78,86,74,75,80,88,59,57,6,10,75+3,75+3,75+3,83,82,82,82,83,84+3,84+3,84+3,83+3,82+3,82+3,82+3,83+3,70+3,70+3,70+3,70+3,70+3,66+3,57+3,57+3,57+3,66+3,19+3
84,a.paluszek,Aleksander Paluszek,22,4/9/2001,194,81,24,2,9/22/2023,CB,64,71,1100000,ÅšlÄ…sk WrocÅ‚aw,Ekstraklasa,Poland,Right,2,27,39,43,63,72,30,25,63,56,36,32,50,50,41,35,20,30,30,63,64,12,7,42+2,42+2,42+2,40,41,41,41,40,41+2,41+2,41+2,43+2,45+2,45+2,45+2,43+2,55+2,57+2,57+2,57+2,55+2,57+2,64+2,64+2,64+2,57+2,15+2
85,j.baas,Julian Baas,21,4/16/2002,183,80,24,2,9/22/2023,"CM, RM, CDM",64,73,1300000,Excelsior,Eredivisie,Netherlands,Right,3,57,65,63,55,71,63,50,52,66,64,64,65,68,56,72,64,56,64,50,56,12,7,60+2,60+2,60+2,62,62,62,62,62,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,62+2,59+2,59+2,59+2,62+2,15+2
86,c.sandra,Cissé Sandra,19,12/16/2003,184,76,24,2,9/22/2023,"RM, CAM",64,78,1400000,Excelsior,Eredivisie,Belgium,Left,3,62,63,68,37,63,59,62,47,67,68,62,69,64,74,66,61,51,65,39,34,6,6,61+2,61+2,61+2,64,63,63,63,64,64+2,64+2,64+2,63+2,61+2,61+2,61+2,63+2,52+2,52+2,52+2,52+2,52+2,49+2,46+2,46+2,46+2,49+2,15+2
87,a.amenda,Aurèle Amenda,19,7/31/2003,194,90,24,2,9/22/2023,CB,64,76,1300000,Young Boys,Super League,Switzerland,Right,2,27,50,46,61,78,40,23,60,65,42,62,51,34,34,42,18,38,35,64,58,13,6,45+2,45+2,45+2,42,43,43,43,42,45+2,45+2,45+2,47+2,52+2,52+2,52+2,47+2,55+2,62+2,62+2,62+2,55+2,56+2,64+2,64+2,64+2,56+2,15+2
88,v.brazhko,Volodymyr Brazhko,21,1/23/2002,184,77,24,2,9/22/2023,CDM,64,72,1200000,Dynamo Kyiv,Premier League,Ukraine,Right,2,31,54,54,59,66,35,25,42,65,49,60,61,59,53,43,31,39,59,60,58,6,14,47+2,47+2,47+2,50,51,51,51,50,54+2,54+2,54+2,53+2,58+2,58+2,58+2,53+2,59+2,63+2,63+2,63+2,59+2,59+2,61+2,61+2,61+2,59+2,15+2
89,a.marinelli,Alan Nicolás Marinelli,24,4/7/1999,174,70,24,2,9/22/2023,"RM, ST, LM",64,70,925000,Sarmiento,Liga Profesional,Argentina,Left,3,60,58,67,36,51,65,63,43,61,68,50,66,79,75,63,57,50,55,38,36,10,14,59+2,59+2,59+2,64,62,62,62,64,61+2,61+2,61+2,63+2,55+2,55+2,55+2,63+2,52+2,47+2,47+2,47+2,52+2,49+2,43+2,43+2,43+2,49+2,14+2
90,e.barrenechea,Enzo Barrenechea,22,5/22/2001,186,81,24,2,9/22/2023,"CDM, CM",64,77,1400000,Frosinone,Serie A,Argentina,Right,3,63,63,68,58,64,49,58,45,70,71,70,67,65,64,71,67,59,64,59,60,9,6,62+2,62+2,62+2,63,64,64,64,63,65+2,65+2,65+2,64+2,66+2,66+2,66+2,64+2,61+2,63+2,63+2,63+2,61+2,60+2,59+2,59+2,59+2,60+2,14+2
91,m.baur,Mika Baur,18,7/9/2004,172,62,24,2,9/22/2023,"RM, CM",64,71,1100000,Freiburg II,3. Liga,Germany,Right,3,56,62,66,43,54,62,60,49,69,68,60,67,67,72,56,49,59,63,37,46,13,12,59+2,59+2,59+2,63,62,62,62,63,63+2,63+2,63+2,63+2,60+2,60+2,60+2,63+2,54+2,53+2,53+2,53+2,54+2,52+2,48+2,48+2,48+2,52+2,16+2
92,b.diarra,Brahima Diarra,19,7/5/2003,174,63,24,2,9/22/2023,"CAM, LW, RW",64,79,1400000,Huddersfield Town,Championship,France,Right,4,52,56,72,31,56,49,52,40,59,74,58,68,84,82,59,49,60,62,37,29,13,9,59+2,59+2,59+2,64,63,63,63,64,64+2,64+2,64+2,64+2,57+2,57+2,57+2,64+2,49+2,47+2,47+2,47+2,49+2,47+2,41+2,41+2,41+2,47+2,15+2
93,f.carboni,Franco Ezequiel Carboni,20,4/4/2003,183,76,24,2,9/22/2023,"LWB, LM, LB",64,78,1300000,Monza,Serie A,Argentina,Left,2,40,55,57,60,65,61,36,62,60,57,47,59,64,52,48,39,53,45,59,60,7,12,53+2,53+2,53+2,55,54,54,54,55,54+2,54+2,54+2,57+2,55+2,55+2,55+2,57+2,62+2,59+2,59+2,59+2,62+2,62+2,61+2,61+2,61+2,62+2,16+2
94,f.ortellado,Franco Tomás Ortellado,22,5/30/2001,188,83,24,2,9/22/2023,CB,64,74,1200000,Sportivo Ameliano,Primera DivisiÃ³n,Argentina,Left,2,30,36,46,64,73,31,27,63,42,36,38,51,61,57,44,23,24,29,64,66,14,6,43+2,43+2,43+2,40,40,40,40,40,40+2,40+2,40+2,42+2,43+2,43+2,43+2,42+2,54+2,56+2,56+2,56+2,54+2,57+2,64+2,64+2,64+2,57+2,16+2
95,t.corazza,Tommaso Corazza,19,6/29/2004,174,72,24,2,9/22/2023,"LB, LM",64,79,1300000,Bologna,Serie A,Italy,Right,2,50,59,64,61,60,63,41,53,65,63,52,65,65,71,61,62,59,50,63,62,9,10,57+2,57+2,57+2,61,59,59,59,61,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,62+2,60+2,60+2,60+2,62+2,62+2,61+2,61+2,61+2,62+2,14+2
96,t.castroponce,Tomás Ezequiel Castro Ponce,22,3/3/2001,186,81,24,2,9/22/2023,"CAM, CM, RM",64,75,1300000,AtlÃ©tico TucumÃ¡n,Liga Profesional,Argentina,Right,3,55,62,67,51,65,53,50,46,66,67,63,68,68,71,67,53,62,67,47,59,7,10,60+2,60+2,60+2,63,63,63,63,63,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,58+2,59+2,59+2,59+2,58+2,57+2,56+2,56+2,56+2,57+2,14+2
97,k.yildiz,Kenan Y?ld?z,18,5/4/2005,185,75,24,2,9/22/2023,"CF, LM",64,80,1500000,Juventus,Serie A,Turkey,Right,2,56,63,68,28,59,60,54,60,68,68,58,70,69,72,56,60,60,64,28,20,8,14,61+2,61+2,61+2,65,64,64,64,65,65+2,65+2,65+2,64+2,60+2,60+2,60+2,64+2,49+2,47+2,47+2,47+2,49+2,46+2,41+2,41+2,41+2,46+2,17+2
98,b.cremaschi,Benjamin Cremaschi,18,3/2/2005,180,75,24,2,9/22/2023,"CAM, CF, CM",64,79,1400000,Inter Miami,Major League Soccer,United States,Right,3,56,59,66,42,53,40,58,38,69,66,63,66,68,71,60,50,60,63,38,49,12,14,58+2,58+2,58+2,62,62,62,62,62,64+2,64+2,64+2,61+2,61+2,61+2,61+2,61+2,52+2,53+2,53+2,53+2,52+2,51+2,47+2,47+2,47+2,51+2,17+2
164240,t.silva,Thiago Silva,39,9/22/1984,183,78,24,2,9/22/2023,CB,84,84,2000000,Chelsea,English Premier League,Brazil,Right,2,54,74,67,87,74,60,40,81,74,67,74,80,45,62,83,84,59,73,85,87,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
173030,o.trejo,Óscar Trejo,36,4/26/1988,177,78,24,2,9/22/2023,CAM,78,78,1500000,Rayo Vallecano,Spanish La Liga,Argentina,Right,3,76,78,84,70,76,73,75,65,79,84,79,78,65,91,81,76,75,80,72,71,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
173608,j.joselu,Joselu,34,3/27/1990,192,81,24,2,9/22/2023,ST,82,82,5000000,Real Madrid,Spanish La Liga,Spain,Right,3,84,69,75,33,77,58,87,90,71,75,71,83,64,63,78,60,85,73,30,28,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
177003,l.modric,Luka Modric,38,9/9/1985,174,64,24,2,9/22/2023,CM,87,87,8000000,Real Madrid,Spanish La Liga,Croatia,Right,4,76,89,84,72,66,86,72,55,90,84,90,90,75,92,91,92,76,91,80,73,5,8,80+3,80+3,80+3,82,83,83,83,82,84+3,84+3,84+3,83+3,85+3,85+3,85+3,83+3,81+3,83+3,83+3,83+3,81+3,80+3,79+3,79+3,79+3,80+3,18+3
177413,a.witsel,Axel Witsel,35,1/12/1989,186,81,24,2,9/22/2023,CDM,79,79,4000000,AtlÃ©tico Madrid,Spanish La Liga,Belgium,Right,3,63,77,75,79,74,68,62,82,76,75,76,79,33,63,85,80,69,75,77,81,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
178213,e.capoue,Étienne Capoue,35,7/11/1988,189,79,24,2,9/22/2023,CM,81,81,2000000,Villarreal,Spanish La Liga,France,Right,3,75,78,79,79,78,69,75,73,79,79,79,80,53,48,83,81,78,80,84,81,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
178603,m.hummels,Mats Hummels,35,12/16/1988,192,89,24,2,9/22/2023,CB,83,83,6000000,Dortmund,German Bundesliga,Germany,Right,2,58,76,67,86,78,65,55,86,78,67,78,74,39,60,81,85,57,80,87,85,6,8,60+2,60+2,60+2,56,58,58,58,56,58+2,58+2,58+2,60+2,66+2,66+2,66+2,60+2,73+2,78+2,78+2,78+2,73+2,75+2,83+2,83+2,83+2,75+2,18+2
182521,t.kroos,Toni Kroos,34,1/4/1990,182,78,24,2,9/22/2023,CM,86,86,12000000,Real Madrid,Spanish La Liga,Germany,Right,3,80,90,80,70,71,88,76,58,90,80,90,88,55,63,92,92,74,89,80,70,5,8,80+3,80+3,80+3,82,83,83,83,82,84+3,84+3,84+3,83+3,85+3,85+3,85+3,83+3,81+3,83+3,83+3,83+3,81+3,80+3,79+3,79+3,79+3,80+3,18+3
183512,y.berchiche,Yuri Berchiche,34,2/10/1990,181,79,24,2,9/22/2023,LB,79,79,2000000,Athletic Club,Spanish La Liga,Spain,Left,3,68,74,72,76,82,77,61,73,72,72,72,76,81,80,78,72,62,71,78,77,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
184392,m.darmian,Matteo Darmian,34,12/2/1989,182,69,24,2,9/22/2023,CB,80,80,4000000,Internazionale,Italian Serie A,Italy,Right,3,59,73,72,83,71,72,55,76,69,72,69,80,68,77,84,71,78,65,83,84,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
186942,i.gundogan,?lkay Gündo?an,33,10/24/1990,180,78,24,2,9/22/2023,CM,86,86,16000000,Barcelona,Spanish La Liga,Germany,Right,4,81,84,86,72,73,77,82,50,85,86,85,91,65,77,88,84,84,86,75,75,5,8,80+3,80+3,80+3,82,83,83,83,82,84+3,84+3,84+3,83+3,85+3,85+3,85+3,83+3,81+3,83+3,83+3,83+3,81+3,80+3,79+3,79+3,79+3,80+3,18+3
188350,m.reus,Marco Reus,34,5/31/1989,180,71,24,2,9/22/2023,CAM,83,83,7000000,Dortmund,German Bundesliga,Germany,Right,4,83,83,85,53,63,83,84,44,84,85,84,86,72,81,85,78,84,84,56,47,12,11,75+3,75+3,75+3,81,81,81,81,81,83+3,83+3,83+3,81+3,80+3,80+3,80+3,81+3,69+3,68+3,68+3,68+3,69+3,64+3,56+3,56+3,56+3,64+3,21+3
188567,p.aubameyang,Pierre-Emerick Aubameyang,34,6/18/1989,187,79,24,2,9/22/2023,ST,80,80,4000000,Marseille,French Ligue 1,Gabon,Right,4,81,72,77,35,64,72,83,76,72,77,72,79,77,71,73,64,82,71,44,29,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
189125,g.bonaventura,Giacomo Bonaventura,34,8/22/1989,180,74,24,2,9/22/2023,CM,79,79,3000000,Fiorentina,Italian Serie A,Italy,Right,4,78,80,79,70,67,79,75,70,80,79,80,83,68,75,82,79,80,80,69,71,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
189271,f.coquelin,Francis Coquelin,32,5/13/1991,178,73,24,2,9/22/2023,CM,80,80,2000000,Villarreal,Spanish La Liga,France,Right,3,68,78,80,78,79,69,65,63,79,80,79,81,68,72,84,81,77,80,78,79,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
189505,p.pedro,Pedro,36,7/28/1987,167,62,24,2,9/22/2023,RW,79,79,1500000,Lazio,Italian Serie A,Spain,Right,4,74,76,84,36,50,69,74,39,79,84,79,88,77,90,81,72,77,82,42,29,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
189596,t.muller,Thomas Müller,34,9/13/1989,186,74,24,2,9/22/2023,CAM,84,84,10000000,Bayern Munich,German Bundesliga,Germany,Right,3,82,83,77,55,69,85,84,79,85,77,85,84,63,67,85,79,94,87,58,57,12,11,75+3,75+3,75+3,81,81,81,81,81,83+3,83+3,83+3,81+3,80+3,80+3,80+3,81+3,69+3,68+3,68+3,68+3,69+3,64+3,56+3,56+3,56+3,64+3,21+3
189881,c.smalling,Chris Smalling,34,11/22/1989,194,89,24,2,9/22/2023,CB,84,84,3500000,Roma,Italian Serie A,England,Right,2,47,58,59,87,82,52,54,86,57,59,57,65,52,54,65,64,51,56,84,89,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
190460,c.eriksen,Christian Eriksen,32,2/14/1992,177,67,24,2,9/22/2023,CM,83,83,10000000,Manchester United,English Premier League,Denmark,Right,4,77,89,77,51,53,88,72,52,90,77,90,90,62,68,90,90,75,90,52,57,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
190674,b.andre,Benjamin André,33,8/3/1990,177,68,24,2,9/22/2023,CDM,79,79,8000000,Lille,French Ligue 1,France,Right,3,64,73,75,78,83,70,61,80,72,75,72,75,60,70,78,75,70,72,79,80,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
190717,m.antonio,Michail Antonio,34,3/28/1990,180,82,24,2,9/22/2023,ST,78,78,6000000,West Ham United,English Premier League,Jamaica,Right,4,74,73,78,54,82,74,75,84,73,78,73,76,72,65,75,72,79,73,45,56,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
190765,p.gross,Pascal Groß,32,6/15/1991,181,72,24,2,9/22/2023,CM,78,78,8000000,Brighton & Hove Albion,English Premier League,Germany,Right,4,75,82,77,62,72,84,74,53,82,77,82,79,55,67,82,79,79,82,60,63,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
190813,s.elshaarawy,Stephan El Shaarawy,31,10/27/1992,178,72,24,2,9/22/2023,LM,78,78,5000000,Roma,Italian Serie A,Italy,Right,4,75,75,76,49,63,76,73,65,76,76,76,79,86,91,75,66,76,78,36,42,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
